practice_number,practice_name,town,suburb,physical_address,telephone,province,latitude,longitude,location_precision,source_name,source_updated_at,source_page,validation_status,is_active
822299,Clicks Pharmacy Woodstock Quarte,WOODSTOCK,WOODSTOCK,"187 SIR LOWRY ROAD, WOODSTOCK",021 4472692,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,19,needs_location_review,true
6047173,Narotam Pharmacy,WORCESTER,WORCESTER,"60 ADDERLEY STREET, WORCESTER",023 3426762,WESTERN CAPE,-33.644859,19.446388,town,Western Cape Pharmacy Network List,2024-07-15,19,verified,true
6007058,Homes Pharmacy,WORCESTER,WORCESTER,77 HIGH STREET,023 3470012,WESTERN CAPE,-33.643306,19.446365,town,Western Cape Pharmacy Network List,2024-07-15,19,verified,true
6007074,Quenets Pharmacy,WORCESTER,WORCESTER,"QUENET ARCADE, 72 HIGH STREET, WORCESTER",023 3470844,WESTERN CAPE,-33.647847,19.446318,town,Western Cape Pharmacy Network List,2024-07-15,19,verified,true
6035485,Durban Street Pharmacy,WORCESTER,WORCESTER,126B DURBAN STREET,023 3472075,WESTERN CAPE,-33.643024,19.445988,town,Western Cape Pharmacy Network List,2024-07-15,20,verified,true
704989,Clicks Pharmacy Worcester,WORCESTER,WORCESTER,"34 STOCKENSTROM STREET, WORCESTER",023 3421269,WESTERN CAPE,-33.648035,19.448882,town,Western Cape Pharmacy Network List,2024-07-15,20,verified,true
555223,Dis-Chem Worcester Pharmacy,WORCESTER,WORCESTER,"SHOP 55 MOUNTAIN MILL SHOPPING, CENTRE 13 MOUNTAIN MILL DRIVE, HOSPITAL HILL",023 3465340,WESTERN CAPE,-33.6474,19.449659,town,Western Cape Pharmacy Network List,2024-07-15,20,verified,true
213241,Clicks Pharmacy - Mountain Mill,WORCESTER,WORCESTER,"SHOP 111 MOUNTAIN MILL SHOPPING, CENTRE MOUNTAIN MILL DRIVE, HOSPITAL HILL",023 3424564,WESTERN CAPE,-33.644835,19.446247,town,Western Cape Pharmacy Network List,2024-07-15,20,verified,true
291625,Medirite Pharmacy - Mountain Mil,WORCESTER,WORCESTER,"SHOP 1 CHECKERS MOUNTAIN MILL, CENTRE 13 MOUNTAIN MILL DRIVE, HOSPITAL HILL",023 3474763,WESTERN CAPE,-33.644176,19.448388,town,Western Cape Pharmacy Network List,2024-07-15,20,verified,true
15938,Medi-Kem Pharmacy,WORCESTER,WORCESTER,"36A RIEBEECK STREET, WORCESTER",023 3427667,WESTERN CAPE,-33.646506,19.445212,town,Western Cape Pharmacy Network List,2024-07-15,20,verified,true
166898,Fairbairn Pharmacy,WORCESTER,WORCESTER,"64A FAIRBAIRN STREET, WORCESTER",023 3477755,WESTERN CAPE,-33.646129,19.449918,town,Western Cape Pharmacy Network List,2024-07-15,20,verified,true
6003427,Wynberg Pharmacy,WYNBERG,WYNBERG,"222 MAIN ROAD, WYNBERG",021 7978141,WESTERN CAPE,-34.003694,18.471576,town,Western Cape Pharmacy Network List,2024-07-15,20,verified,true
6039502,Kem-Park Pharmacy,WYNBERG,WYNBERG,"SHOP 6 FLYWELL CENTRE, CNR OTTERY & BATH ROAD, WYNBERG",021 7614970,WESTERN CAPE,-34.005835,18.471647,town,Western Cape Pharmacy Network List,2024-07-15,20,verified,true
1165100,Park Road Pharmacy,WYNBERG,WYNBERG,"65 PARK ROAD, WYNBERG",,WESTERN CAPE,-34.003059,18.469106,town,Western Cape Pharmacy Network List,2024-07-15,20,verified,true
6047696,Broad Road Pharmacy,WYNBERG,WYNBERG,"SHOP 2 BROAD ROAD MEDICAL, CENTRE 38-42 BROAD ROAD",021 7973823,WESTERN CAPE,-34.007929,18.468376,town,Western Cape Pharmacy Network List,2024-07-15,20,verified,true
629332,Rivetts Pharmacy,WYNBERG,WYNBERG,52 MAIN ROAD,021 7971991,WESTERN CAPE,-34.006424,18.467741,town,Western Cape Pharmacy Network List,2024-07-15,20,verified,true
529788,Mike'S Pharmacy,YZERFONTEIN,YZERFONTEIN,"SHOP 5, BUITEKANT SQUARE, 51 BUITEKANT STREET",022 4512095,WESTERN CAPE,-33.345929,18.164412,town,Western Cape Pharmacy Network List,2024-07-15,20,verified,true
660620,Mike'S Pharmacy,YZERFONTEIN,YZERFONTEIN,"SECTION 12 & 13, VILLA FONTANA, 1 LUTIE KATZ STREET",022 4512095,WESTERN CAPE,-33.343812,18.1598,town,Western Cape Pharmacy Network List,2024-07-15,20,verified,true
